id,uniprot,gene
tr|C5WRK4|C5WRK4_SORBI,C5WRK4,SORBI_01g041430
tr|C5Z6C7|C5Z6C7_SORBI,C5Z6C7,SORBI_10g006740
tr|C5YPV3|C5YPV3_SORBI,C5YPV3,SORBI_08g018390
tr|C5XDI8|C5XDI8_SORBI,C5XDI8,SORBI_02g007020
tr|C5XUN4|C5XUN4_SORBI,C5XUN4,SORBI_04g003510
tr|C5Y596|C5Y596_SORBI,C5Y596,SORBI_05g022620
tr|C5XWJ9|C5XWJ9_SORBI,C5XWJ9,SORBI_04g024860
tr|C5WY08|C5WY08_SORBI,C5WY08,SORBI_01g005360
tr|C5XFS0|C5XFS0_SORBI,C5XFS0,SORBI_03g009540
tr|C5Z079|C5Z079_SORBI,C5Z079,SORBI_09g024010
tr|C5XVF9|C5XVF9_SORBI,C5XVF9,SORBI_04g004300
tr|C5YVK9|C5YVK9_SORBI,C5YVK9,SORBI_09g028570
tr|C5XWD2|C5XWD2_SORBI,C5XWD2,SORBI_04g024330
tr|C5X0N4|C5X0N4_SORBI,C5X0N4,SORBI_01g035680
tr|C5YMP7|C5YMP7_SORBI,C5YMP7,SORBI_07g023430
tr|C5WX27|C5WX27_SORBI,C5WX27,SORBI_01g004840
tr|C5XG33|C5XG33_SORBI,C5XG33,SORBI_03g030840
tr|C5WMT4|C5WMT4_SORBI,C5WMT4,SORBI_01g050310
tr|C5XBL8|C5XBL8_SORBI,C5XBL8,SORBI_02g036510
tr|C5Y9R9|C5Y9R9_SORBI,C5Y9R9,SORBI_06g018700
tr|C5YAX6|C5YAX6_SORBI,C5YAX6,SORBI_06g020700
tr|C5XTR3|C5XTR3_SORBI,C5XTR3,SORBI_04g002330
tr|C5YEG8|C5YEG8_SORBI,C5YEG8,SORBI_06g026200
tr|C5Z6E6|C5Z6E6_SORBI,C5Z6E6,SORBI_10g006910
tr|C5XD64|C5XD64_SORBI,C5XD64,SORBI_02g038200
tr|C5WPG0|C5WPG0_SORBI,C5WPG0,SORBI_01g039540
tr|C5XH21|C5XH21_SORBI,C5XH21,SORBI_03g044830
tr|C5XJ55|C5XJ55_SORBI,C5XJ55,SORBI_03g033890
tr|C5WR74|C5WR74_SORBI,C5WR74,SORBI_01g013600
tr|C5X4Z8|C5X4Z8_SORBI,C5X4Z8,SORBI_02g010180
tr|C5YHW1|C5YHW1_SORBI,C5YHW1,SORBI_07g004820
tr|C5WXV6|C5WXV6_SORBI,C5WXV6,SORBI_01g046860
tr|C5YBR7|C5YBR7_SORBI,C5YBR7,SORBI_06g001060
tr|C5YRW1|C5YRW1_SORBI,C5YRW1,SORBI_08g021180
tr|C5XJ44|C5XJ44_SORBI,C5XJ44,SORBI_03g033810
tr|C5X3H5|C5X3H5_SORBI,C5X3H5,SORBI_02g008790
tr|C5Z053|C5Z053_SORBI,C5Z053,SORBI_09g003930
tr|C5XRJ8|C5XRJ8_SORBI,C5XRJ8,SORBI_04g000600
tr|C5X096|C5X096_SORBI,C5X096,SORBI_01g007820
tr|C5XC06|C5XC06_SORBI,C5XC06,SORBI_02g023820
tr|C5WZ26|C5WZ26_SORBI,C5WZ26,SORBI_01g006320
tr|Q6S527|Q6S527_SORBI,Q6S527,SORBI_01g037340
tr|C5YSC6|C5YSC6_SORBI,C5YSC6,SORBI_08g021770
tr|C5Y719|C5Y719_SORBI,C5Y719,SORBI_05g025670
tr|C5XX93|C5XX93_SORBI,C5XX93,SORBI_04g025540
tr|C6JRM9|C6JRM9_SORBI,C6JRM9,SORBI_0011s005460
tr|C5Z5M3|C5Z5M3_SORBI,C5Z5M3,SORBI_10g023510
tr|C5WTA3|C5WTA3_SORBI,C5WTA3,SORBI_01g015200
tr|C5YWH3|C5YWH3_SORBI,C5YWH3,SORBI_09g029790
tr|C5YZ72|C5YZ72_SORBI,C5YZ72,SORBI_09g022320
tr|C5Y9M4|C5Y9M4_SORBI,C5Y9M4,SORBI_06g031680
tr|C5WU58|C5WU58_SORBI,C5WU58,SORBI_01g015540
tr|C5XG44|C5XG44_SORBI,C5XG44,SORBI_03g030950
tr|C5XGS1|C5XGS1_SORBI,C5XGS1,SORBI_03g031320
tr|C5Z5Q8|C5Z5Q8_SORBI,C5Z5Q8,SORBI_10g023820
tr|C5WY64|C5WY64_SORBI,C5WY64,SORBI_01g005900
tr|C5WSZ1|C5WSZ1_SORBI,C5WSZ1,SORBI_01g001500
tr|C5YVV0|C5YVV0_SORBI,C5YVV0,SORBI_09g013723
tr|C5WN22|C5WN22_SORBI,C5WN22,SORBI_01g010210
tr|C5YUB6|C5YUB6_SORBI,C5YUB6,SORBI_09g005940
tr|C5Z4P2|C5Z4P2_SORBI,C5Z4P2,SORBI_10g022190
tr|C5Y2F0|C5Y2F0_SORBI,C5Y2F0,SORBI_05g016740
tr|C5Z4D1|C5Z4D1_SORBI,C5Z4D1,SORBI_10g003810
tr|C5XZW9|C5XZW9_SORBI,C5XZW9,SORBI_04g029980
tr|C5XT16|C5XT16_SORBI,C5XT16,SORBI_04g001820
tr|C5YNE3|C5YNE3_SORBI,C5YNE3,SORBI_08g010420
tr|C5WQF6|C5WQF6_SORBI,C5WQF6,SORBI_01g012840
tr|C5Y2Y9|C5Y2Y9_SORBI,C5Y2Y9,SORBI_05g000450
tr|C5YDP0|C5YDP0_SORBI,C5YDP0,SORBI_06g004770
tr|C5Z729|C5Z729_SORBI,C5Z729,SORBI_10g008050
tr|C5XU99|C5XU99_SORBI,C5XU99,SORBI_04g035370
tr|C5XBF8|C5XBF8_SORBI,C5XBF8,SORBI_02g023660
tr|C5YLV2|C5YLV2_SORBI,C5YLV2,SORBI_07g000970
tr|C5Z0L4|C5Z0L4_SORBI,C5Z0L4,SORBI_09g004470
tr|C5XUY6|C5XUY6_SORBI,C5XUY6,SORBI_04g023100
tr|C5XKB8|C5XKB8_SORBI,C5XKB8,SORBI_03g001290
tr|C5Y7R1|C5Y7R1_SORBI,C5Y7R1,SORBI_05g006880
tr|C5YTK4|C5YTK4_SORBI,C5YTK4,SORBI_08g006370
tr|C5XMI3|C5XMI3_SORBI,C5XMI3,SORBI_03g037380
tr|C5XKG3|C5XKG3_SORBI,C5XKG3,SORBI_03g001680
tr|C5YKL2|C5YKL2_SORBI,C5YKL2,SORBI_07g019350
tr|C5XHN3|C5XHN3_SORBI,C5XHN3,SORBI_03g032510
tr|C5YAM6|C5YAM6_SORBI,C5YAM6,SORBI_06g033280
tr|C5YRG9|C5YRG9_SORBI,C5YRG9,SORBI_08g020790
tr|C5WQ47|C5WQ47_SORBI,C5WQ47,SORBI_01g040070
tr|Q94IP1|Q94IP1_SORBI,Q94IP1,SORBI_02g010910
tr|C5XZ70|C5XZ70_SORBI,C5XZ70,SORBI_04g028420
tr|C5X8J1|C5X8J1_SORBI,C5X8J1,SORBI_02g033220
tr|C5XU59|C5XU59_SORBI,C5XU59,SORBI_04g022350
tr|C5YL42|C5YL42_SORBI,C5YL42,SORBI_07g020920
tr|C5XH17|C5XH17_SORBI,C5XH17,SORBI_03g044800
tr|C5XBP4|C5XBP4_SORBI,C5XBP4,SORBI_02g036730
tr|C5Z6Y9|C5Z6Y9_SORBI,C5Z6Y9,SORBI_10g007760
tr|C5X9B5|C5X9B5_SORBI,C5X9B5,SORBI_02g034110
tr|C5XNH7|C5XNH7_SORBI,C5XNH7,SORBI_03g004660
tr|C5WTJ2|C5WTJ2_SORBI,C5WTJ2,SORBI_01g030290
tr|C5Z7T2|C5Z7T2_SORBI,C5Z7T2,SORBI_10g027110
tr|C5YWF2|C5YWF2_SORBI,C5YWF2,SORBI_09g029610
tr|C5Z7Z5|C5Z7Z5_SORBI,C5Z7Z5,SORBI_10g009160
tr|C5XV28|C5XV28_SORBI,C5XV28,SORBI_04g036230
tr|C5YHF8|C5YHF8_SORBI,C5YHF8,SORBI_07g004290
tr|C5YZ64|C5YZ64_SORBI,C5YZ64,SORBI_09g022230
tr|C5YIU6|C5YIU6_SORBI,C5YIU6,SORBI_07g027950
tr|C5XCA3|C5XCA3_SORBI,C5XCA3,SORBI_02g036950
tr|C5WW94|C5WW94_SORBI,C5WW94,SORBI_01g017380
tr|C5XNS8|C5XNS8_SORBI,C5XNS8,SORBI_03g025850
tr|C5WZ45|C5WZ45_SORBI,C5WZ45,SORBI_01g006490
tr|C5YM16|C5YM16_SORBI,C5YM16,SORBI_07g001490
tr|C5WT18|C5WT18_SORBI,C5WT18,SORBI_01g001770
tr|C5XWD1|C5XWD1_SORBI,C5XWD1,SORBI_04g024320
tr|C5Z5C0|C5Z5C0_SORBI,C5Z5C0,SORBI_10g005060
tr|C5YXM1|C5YXM1_SORBI,C5YXM1,SORBI_09g019630
tr|C5XNM6|C5XNM6_SORBI,C5XNM6,SORBI_03g025440
tr|C5YB59|C5YB59_SORBI,C5YB59,SORBI_06g034170
tr|C5YKN4|C5YKN4_SORBI,C5YKN4,SORBI_07g019510
tr|C5X0G6|C5X0G6_SORBI,C5X0G6,SORBI_01g020920
tr|C5Z1E3|C5Z1E3_SORBI,C5Z1E3,SORBI_09g026150
tr|C5X3Z7|C5X3Z7_SORBI,C5X3Z7,SORBI_02g041110
tr|C5Z7H2|C5Z7H2_SORBI,C5Z7H2,SORBI_10g008510
sp|C5Y3V8|GATB_SORBI,C5Y3V8,SORBI_05g020870
tr|C5WY53|C5WY53_SORBI,C5WY53,SORBI_01g005790
tr|C5XGY3|C5XGY3_SORBI,C5XGY3,SORBI_03g044450
tr|C5Y1X4|C5Y1X4_SORBI,C5Y1X4,SORBI_05g009350
tr|C5YLW9|C5YLW9_SORBI,C5YLW9,SORBI_07g001100
tr|C5Z1N1|C5Z1N1_SORBI,C5Z1N1,SORBI_10g012150
tr|C5XW73|C5XW73_SORBI,C5XW73,SORBI_04g005040
tr|C5XP73|C5XP73_SORBI,C5XP73,SORBI_03g005240
tr|C5XGT6|C5XGT6_SORBI,C5XGT6,SORBI_03g031470
tr|C5XB05|C5XB05_SORBI,C5XB05,SORBI_02g004390
tr|C5XWS4|C5XWS4_SORBI,C5XWS4,SORBI_04g038440
tr|C5Z4Y3|C5Z4Y3_SORBI,C5Z4Y3,SORBI_10g004680
tr|C5Z4R7|C5Z4R7_SORBI,C5Z4R7,SORBI_10g022380
tr|C5XFN1|C5XFN1_SORBI,C5XFN1,SORBI_03g009170
tr|C5WZZ8|C5WZZ8_SORBI,C5WZZ8,SORBI_01g048660
tr|C5XQ57|C5XQ57_SORBI,C5XQ57,SORBI_03g006580
tr|C5WZ62|C5WZ62_SORBI,C5WZ62,SORBI_01g006650
tr|C5Y4X8|C5Y4X8_SORBI,C5Y4X8,SORBI_05g022390
tr|C5YFN3|C5YFN3_SORBI,C5YFN3,SORBI_06g028160
tr|C5X795|C5X795_SORBI,C5X795,SORBI_02g000980
tr|C5YIC1|C5YIC1_SORBI,C5YIC1,SORBI_07g005390
tr|C5XV64|C5XV64_SORBI,C5XV64,SORBI_04g036540
tr|C5X0T6|C5X0T6_SORBI,C5X0T6,SORBI_01g036170
tr|C5YMW6|C5YMW6_SORBI,C5YMW6,SORBI_07g002470
tr|C5Y8Q1|C5Y8Q1_SORBI,C5Y8Q1,SORBI_06g017080
tr|C5WWJ3|C5WWJ3_SORBI,C5WWJ3,SORBI_01g032380
tr|C5XVS3|C5XVS3_SORBI,C5XVS3,SORBI_04g024070
tr|C5WYR8|C5WYR8_SORBI,C5WYR8,SORBI_01g034560
tr|C5XNT7|C5XNT7_SORBI,C5XNT7,SORBI_03g025970
tr|C5YPV4|C5YPV4_SORBI,C5YPV4,SORBI_08g018400
tr|C5X2E1|C5X2E1_SORBI,C5X2E1,SORBI_02g026816
tr|C5XPS4|C5XPS4_SORBI,C5XPS4,SORBI_03g039770
tr|C5YRE1|C5YRE1_SORBI,C5YRE1,SORBI_08g020570
tr|C5YI88|C5YI88_SORBI,C5YI88,SORBI_07g026820
tr|C5Z7K7|C5Z7K7_SORBI,C5Z7K7,SORBI_10g008810
tr|C5XUA5|C5XUA5_SORBI,C5XUA5,SORBI_04g035410
tr|C5WZF2|C5WZF2_SORBI,C5WZF2,SORBI_01g020010
tr|C5WP97|C5WP97_SORBI,C5WP97,SORBI_01g038990
tr|C5XHW7|C5XHW7_SORBI,C5XHW7,SORBI_03g045930
tr|C5YDD7|C5YDD7_SORBI,C5YDD7,SORBI_06g004500
tr|C5XGA4|C5XGA4_SORBI,C5XGA4,SORBI_03g044010
tr|C5XA95|C5XA95_SORBI,C5XA95,SORBI_02g003630
tr|C5WZT7|C5WZT7_SORBI,C5WZT7,SORBI_01g035430
tr|C5Y007|C5Y007_SORBI,C5Y007,SORBI_04g010340
tr|C5WRG0|C5WRG0_SORBI,C5WRG0,SORBI_01g028683
tr|C5YN92|C5YN92_SORBI,C5YN92,SORBI_07g024330
tr|C5XAC7|C5XAC7_SORBI,C5XAC7,SORBI_02g003960
tr|C5YVF7|C5YVF7_SORBI,C5YVF7,SORBI_09g028070
tr|C5YPT7|C5YPT7_SORBI,C5YPT7,SORBI_08g018270
tr|C5X1F6|C5X1F6_SORBI,C5X1F6,SORBI_01g021520
tr|C5YZH5|C5YZH5_SORBI,C5YZH5,SORBI_09g002650
tr|C5X9A2|C5X9A2_SORBI,C5X9A2,SORBI_02g033970
tr|C5Z2P5|C5Z2P5_SORBI,C5Z2P5,SORBI_10g000900
tr|C5XEW0|C5XEW0_SORBI,C5XEW0,SORBI_03g008320
tr|C5Z5Z9|C5Z5Z9_SORBI,C5Z5Z9,SORBI_10g006430
tr|C5XXP2|C5XXP2_SORBI,C5XXP2,SORBI_04g026090
tr|C5WSV4|C5WSV4_SORBI,C5WSV4,SORBI_01g001080
tr|C5XVP5|C5XVP5_SORBI,C5XVP5,SORBI_04g023810
tr|C5XUM4|C5XUM4_SORBI,C5XUM4,SORBI_04g003410
tr|C5YHK1|C5YHK1_SORBI,C5YHK1,SORBI_07g025610
tr|C5WPM7|C5WPM7_SORBI,C5WPM7,SORBI_01g011940
tr|C5Z372|C5Z372_SORBI,C5Z372,SORBI_10g019720
tr|C5XDA8|C5XDA8_SORBI,C5XDA8,SORBI_02g006330
tr|C5X5E6|C5X5E6_SORBI,C5X5E6,SORBI_02g029880
tr|C5XTW7|C5XTW7_SORBI,C5XTW7,SORBI_04g002770
tr|C5YB39|C5YB39_SORBI,C5YB39,SORBI_06g034000
tr|C5XWR4|C5XWR4_SORBI,C5XWR4,SORBI_04g038330
tr|C5WSR6|C5WSR6_SORBI,C5WSR6,SORBI_01g042750
tr|C5X3Z1|C5X3Z1_SORBI,C5X3Z1,SORBI_02g041040
tr|C5X9A1|C5X9A1_SORBI,C5X9A1,SORBI_02g033950
tr|C5XYT0|C5XYT0_SORBI,C5XYT0,SORBI_04g028000
tr|C5Z0A7|C5Z0A7_SORBI,C5Z0A7,SORBI_09g024270
tr|C5XC52|C5XC52_SORBI,C5XC52,SORBI_02g024220
tr|C5X4P9|C5X4P9_SORBI,C5X4P9,SORBI_02g029250
tr|C5X154|C5X154_SORBI,C5X154,SORBI_01g008170
tr|C6JSF9|C6JSF9_SORBI,C6JSF9,SORBI_0514s002010
tr|C5WNF2|C5WNF2_SORBI,C5WNF2,SORBI_01g038060
tr|C5YPZ1|C5YPZ1_SORBI,C5YPZ1,SORBI_08g018750
tr|C5XR18|C5XR18_SORBI,C5XR18,SORBI_03g027920
tr|C5YMI0|C5YMI0_SORBI,C5YMI0,SORBI_07g002090
tr|C5WQW9|C5WQW9_SORBI,C5WQW9,SORBI_01g040970
tr|C5YFA0|C5YFA0_SORBI,C5YFA0,SORBI_06g014710
tr|C5XP02|C5XP02_SORBI,C5XP02,SORBI_03g038860
tr|C5XHI5|C5XHI5_SORBI,C5XHI5,SORBI_03g032040
tr|C5X0L6|C5X0L6_SORBI,C5X0L6,SORBI_01g035510
tr|C5XMW3|C5XMW3_SORBI,C5XMW3,SORBI_03g024040
tr|C5YZE7|C5YZE7_SORBI,C5YZE7,SORBI_09g023080
tr|C5XSC4|C5XSC4_SORBI,C5XSC4,SORBI_04g001310
tr|C5WQ60|C5WQ60_SORBI,C5WQ60,SORBI_01g040210
tr|C5XKH1|C5XKH1_SORBI,C5XKH1,SORBI_03g001740
tr|C5YAB0|C5YAB0_SORBI,C5YAB0,SORBI_06g019620
tr|C5WXR8|C5WXR8_SORBI,C5WXR8,SORBI_01g033760
tr|C5WPK3|C5WPK3_SORBI,C5WPK3,SORBI_01g011720
tr|C5YT60|C5YT60_SORBI,C5YT60,SORBI_08g005050
tr|C5X155|C5X155_SORBI,C5X155,SORBI_01g008180
tr|C5XT62|C5XT62_SORBI,C5XT62,SORBI_04g002120
tr|C5XYX0|C5XYX0_SORBI,C5XYX0,SORBI_04g028320
tr|C5X0J6|C5X0J6_SORBI,C5X0J6,SORBI_01g021190
tr|C5XH55|C5XH55_SORBI,C5XH55,SORBI_03g045190
tr|C5Z4N3|C5Z4N3_SORBI,C5Z4N3,SORBI_10g022110
tr|C5YBU0|C5YBU0_SORBI,C5YBU0,SORBI_06g001240
tr|C5YLK6|C5YLK6_SORBI,C5YLK6,SORBI_07g021630
tr|C5XWM5|C5XWM5_SORBI,C5XWM5,SORBI_04g037990
tr|C5XH65|C5XH65_SORBI,C5XH65,SORBI_03g010860
tr|C5XYD9|C5XYD9_SORBI,C5XYD9,SORBI_04g027550
tr|C5YD77|C5YD77_SORBI,C5YD77,SORBI_06g003160
tr|C5XEY3|C5XEY3_SORBI,C5XEY3,SORBI_03g008490
tr|C5YQ39|C5YQ39_SORBI,C5YQ39,SORBI_08g000670
tr|C5XD91|C5XD91_SORBI,C5XD91,SORBI_02g038365
tr|C5Z0A3|C5Z0A3_SORBI,C5Z0A3,SORBI_09g024230
tr|C5Y359|C5Y359_SORBI,C5Y359,SORBI_05g001000
tr|C5Y0L3|C5Y0L3_SORBI,C5Y0L3,SORBI_04g012930
tr|C5YK78|C5YK78_SORBI,C5YK78,SORBI_07g014940
tr|C5XQZ2|C5XQZ2_SORBI,C5XQZ2,SORBI_03g027660
tr|C5XUC9|C5XUC9_SORBI,C5XUC9,SORBI_04g035600
tr|C5XGF6|C5XGF6_SORBI,C5XGF6,SORBI_03g010090
tr|C5YJ46|C5YJ46_SORBI,C5YJ46,SORBI_07g028050
tr|C5X8H5|C5X8H5_SORBI,C5X8H5,SORBI_02g033060
tr|C5YGK6|C5YGK6_SORBI,C5YGK6,SORBI_06g029460
tr|C5YYE5|C5YYE5_SORBI,C5YYE5,SORBI_09g000970
tr|C5XAW3|C5XAW3_SORBI,C5XAW3,SORBI_02g035880
tr|C5YH94|C5YH94_SORBI,C5YH94,SORBI_07g025460
tr|C5YE18|C5YE18_SORBI,C5YE18,SORBI_06g025570
tr|C5YPA6|C5YPA6_SORBI,C5YPA6,SORBI_08g016910
tr|C5Z0J7|C5Z0J7_SORBI,C5Z0J7,SORBI_09g004320
tr|C5XR20|C5XR20_SORBI,C5XR20,SORBI_03g027940
tr|C5X1X4|C5X1X4_SORBI,C5X1X4,SORBI_02g007166
tr|C5WUZ1|C5WUZ1_SORBI,C5WUZ1,SORBI_01g003010
tr|C5X2D2|C5X2D2_SORBI,C5X2D2,SORBI_02g026780
tr|C5YJK9|C5YJK9_SORBI,C5YJK9,SORBI_07g008520
tr|C5WSL5|C5WSL5_SORBI,C5WSL5,SORBI_01g042310
tr|C5WSU8|C5WSU8_SORBI,C5WSU8,SORBI_01g043060
tr|C5X6U2|C5X6U2_SORBI,C5X6U2,SORBI_02g031090
tr|C5XQ93|C5XQ93_SORBI,C5XQ93,SORBI_03g027110
tr|C5XM07|C5XM07_SORBI,C5XM07,SORBI_03g003300
tr|C5XCF8|C5XCF8_SORBI,C5XCF8,SORBI_02g037530
tr|C5WM64|C5WM64_SORBI,C5WM64,SORBI_01g022230
tr|C5XXC4|C5XXC4_SORBI,C5XXC4,SORBI_04g025840
sp|A1E9Q9|PSBD_SORBI,A1E9Q9,SobiCp007
tr|C5WQE5|C5WQE5_SORBI,C5WQE5,SORBI_01g012740
tr|C5Y4G6|C5Y4G6_SORBI,C5Y4G6,SORBI_05g002540
tr|C5Z1U2|C5Z1U2_SORBI,C5Z1U2,SORBI_10g030010
tr|C5YZF7|C5YZF7_SORBI,C5YZF7,SORBI_09g002470
tr|C5Y0H4|C5Y0H4_SORBI,C5Y0H4,SORBI_04g011310
tr|C5XY28|C5XY28_SORBI,C5XY28,SORBI_04g007610
tr|C5XF22|C5XF22_SORBI,C5XF22,SORBI_03g008870
tr|C5WSV1|C5WSV1_SORBI,C5WSV1,SORBI_01g001050
tr|C5XB04|C5XB04_SORBI,C5XB04,SORBI_02g004380
tr|C5YMN5|C5YMN5_SORBI,C5YMN5,SORBI_07g023320
tr|C5Z041|C5Z041_SORBI,C5Z041,SORBI_09g003820
tr|C5XG21|C5XG21_SORBI,C5XG21,SORBI_03g030770
tr|C5X4Q0|C5X4Q0_SORBI,C5X4Q0,SORBI_02g029260
tr|C5XW30|C5XW30_SORBI,C5XW30,SORBI_04g004630
tr|C5X455|C5X455_SORBI,C5X455,SORBI_02g041610
tr|C5X972|C5X972_SORBI,C5X972,SORBI_02g033710
tr|C5XFQ9|C5XFQ9_SORBI,C5XFQ9,SORBI_03g009430
tr|C5YR59|C5YR59_SORBI,C5YR59,SORBI_08g002160
tr|C5XXZ7|C5XXZ7_SORBI,C5XXZ7,SORBI_04g007330
tr|C5Z2N3|C5Z2N3_SORBI,C5Z2N3,SORBI_10g031250
tr|C5WTA1|C5WTA1_SORBI,C5WTA1,SORBI_01g015190
tr|C5X978|C5X978_SORBI,C5X978,SORBI_02g033760
tr|C5XUM0|C5XUM0_SORBI,C5XUM0,SORBI_04g003370
tr|C5XJ77|C5XJ77_SORBI,C5XJ77,SORBI_03g034110
tr|C5YH58|C5YH58_SORBI,C5YH58,SORBI_07g025100
tr|C5Y0A2|C5Y0A2_SORBI,C5Y0A2,SORBI_04g030390
tr|C5XR61|C5XR61_SORBI,C5XR61,SORBI_03g028330
tr|C5YIM7|C5YIM7_SORBI,C5YIM7,SORBI_07g027300
tr|C5WYG5|C5WYG5_SORBI,C5WYG5,SORBI_01g019370
tr|C5WLV7|C5WLV7_SORBI,C5WLV7,SORBI_01g008920
tr|C5Y5H9|C5Y5H9_SORBI,C5Y5H9,SORBI_05g023460
tr|C5XZN4|C5XZN4_SORBI,C5XZN4,SORBI_04g010100
tr|C5Z5N7|C5Z5N7_SORBI,C5Z5N7,SORBI_10g023630
tr|C5XC40|C5XC40_SORBI,C5XC40,SORBI_02g024090
tr|C5XT51|C5XT51_SORBI,C5XT51,SORBI_04g002060
tr|C5YH89|C5YH89_SORBI,C5YH89,SORBI_07g025400
tr|C5YH57|C5YH57_SORBI,C5YH57,SORBI_07g025090
tr|C5WSQ3|C5WSQ3_SORBI,C5WSQ3,SORBI_01g042650
tr|C5XEJ6|C5XEJ6_SORBI,C5XEJ6,SORBI_03g029120
tr|C5XR08|C5XR08_SORBI,C5XR08,SORBI_03g027820
tr|C5XPA8|C5XPA8_SORBI,C5XPA8,SORBI_03g005570
tr|C5WRN8|C5WRN8_SORBI,C5WRN8,SORBI_02g012040
tr|C5Y2Z5|C5Y2Z5_SORBI,C5Y2Z5,SORBI_05g000490
tr|C5YL06|C5YL06_SORBI,C5YL06,SORBI_07g020640
tr|C5YRP7|C5YRP7_SORBI,C5YRP7,SORBI_08g002980
tr|C5Z4Y4|C5Z4Y4_SORBI,C5Z4Y4,SORBI_10g004682
tr|C5WQ05|C5WQ05_SORBI,C5WQ05,SORBI_01g039660
tr|C5X549|C5X549_SORBI,C5X549,SORBI_02g010770
tr|C5YAK6|C5YAK6_SORBI,C5YAK6,SORBI_06g033070
tr|C5Z624|C5Z624_SORBI,C5Z624,SORBI_10g024070
tr|C5YNJ6|C5YNJ6_SORBI,C5YNJ6,SORBI_08g012560
tr|C5X5M3|C5X5M3_SORBI,C5X5M3,SORBI_02g043020
tr|C5Z2J6|C5Z2J6_SORBI,C5Z2J6,SORBI_10g030840
tr|C5X1W0|C5X1W0_SORBI,C5X1W0,SORBI_01g037170
tr|C5YCI7|C5YCI7_SORBI,C5YCI7,SORBI_06g023220
tr|C5YSV6|C5YSV6_SORBI,C5YSV6,SORBI_08g022520
tr|C5XZ82|C5XZ82_SORBI,C5XZ82,SORBI_04g028510
tr|C5Z9F6|C5Z9F6_SORBI,C5Z9F6,SORBI_10g029790
tr|C5YWR8|C5YWR8_SORBI,C5YWR8,SORBI_09g017790
tr|C5XXF7|C5XXF7_SORBI,C5XXF7,SORBI_04g006440
tr|C5WU54|C5WU54_SORBI,C5WU54,SORBI_01g015510
tr|C5Y9I0|C5Y9I0_SORBI,C5Y9I0,SORBI_06g031240
tr|C5XJ72|C5XJ72_SORBI,C5XJ72,SORBI_03g034060
tr|C5Y594|C5Y594_SORBI,C5Y594,SORBI_05g022600
tr|C5YH21|C5YH21_SORBI,C5YH21,SORBI_07g024800
tr|C5YPB6|C5YPB6_SORBI,C5YPB6,SORBI_08g016970
tr|C5YYU2|C5YYU2_SORBI,C5YYU2,SORBI_09g021960
tr|C5XPU5|C5XPU5_SORBI,C5XPU5,SORBI_03g039990
tr|C5WNL2|C5WNL2_SORBI,C5WNL2,SORBI_01g038690
tr|C5Y8Z2|C5Y8Z2_SORBI,C5Y8Z2,SORBI_06g030330
tr|C5XYS1|C5XYS1_SORBI,C5XYS1,SORBI_04g027890
tr|C5XQK2|C5XQK2_SORBI,C5XQK2,SORBI_03g040700
tr|C5WXW1|C5WXW1_SORBI,C5WXW1,SORBI_01g046910
tr|C5WZY3|C5WZY3_SORBI,C5WZY3,SORBI_01g048520
tr|C5XV45|C5XV45_SORBI,C5XV45,SORBI_04g036400
tr|C5X998|C5X998_SORBI,C5X998,SORBI_02g033920
tr|C5YKL9|C5YKL9_SORBI,C5YKL9,SORBI_07g019390
tr|C5YLD0|C5YLD0_SORBI,C5YLD0,SORBI_07g000310
tr|C5XR05|C5XR05_SORBI,C5XR05,SORBI_03g027790
tr|C5WSM7|C5WSM7_SORBI,C5WSM7,SORBI_01g042430
tr|C5XMM9|C5XMM9_SORBI,C5XMM9,SORBI_03g003630
tr|C5YF00|C5YF00_SORBI,C5YF00,SORBI_06g026960
tr|C5WST3|C5WST3_SORBI,C5WST3,SORBI_01g042930
sp|C5Y210|NNRD_SORBI,C5Y210,SORBI_05g010020
tr|C5X3Z0|C5X3Z0_SORBI,C5X3Z0,SORBI_02g041030
tr|C5WV22|C5WV22_SORBI,C5WV22,SORBI_01g003330
tr|C5XJA3|C5XJA3_SORBI,C5XJA3,SORBI_03g047000
tr|C5WUR7|C5WUR7_SORBI,C5WUR7,SORBI_01g044350
tr|C5WN20|C5WN20_SORBI,C5WN20,SORBI_01g010190
tr|C5XFF7|C5XFF7_SORBI,C5XFF7,SORBI_03g042950
tr|C5XK48|C5XK48_SORBI,C5XK48,SORBI_03g034720
tr|C5XLU1|C5XLU1_SORBI,C5XLU1,SORBI_03g002740
tr|C5Y6E1|C5Y6E1_SORBI,C5Y6E1,SORBI_05g024450
tr|C5XT04|C5XT04_SORBI,C5XT04,SORBI_04g001720
tr|C5X8K8|C5X8K8_SORBI,C5X8K8,SORBI_02g033370
tr|C5WY28|C5WY28_SORBI,C5WY28,SORBI_01g005550
tr|C5XYK7|C5XYK7_SORBI,C5XYK7,SORBI_04g008330
tr|C5Y8W3|C5Y8W3_SORBI,C5Y8W3,SORBI_06g030090
tr|C5XIY9|C5XIY9_SORBI,C5XIY9,SORBI_03g013290
tr|C5Z9C6|C5Z9C6_SORBI,C5Z9C6,SORBI_10g029480
tr|C5WVY7|C5WVY7_SORBI,C5WVY7,SORBI_01g003700
tr|C5XVW3|C5XVW3_SORBI,C5XVW3,SORBI_04g037200
